"route_path","route_label","checkpoint_id","checkpoint_label","standard_refs","official_reference_urls","review_status","automated_smoke_status","automated_viewports","keyboard_tab_stops_checked","interactive_count_max","owner_held_artifacts","evidence_json_path","does_not_prove"
"/enterprise-dashboard","workforce dashboard","screen-reader-name-role-value","Screen-reader name, role, value, relationships, and keyboard semantics","wcag22; wai-aria-apg","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/ARIA/apg/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","10","screen-reader transcript notes; name/role/value defect log; assistive-technology matrix","checkpointResults[].checkpointId=screen-reader-name-role-value","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/enterprise-dashboard","workforce dashboard","contrast-reflow-text-spacing","Contrast, reflow, non-text contrast, and text spacing","wcag22; wai-easy-checks","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/test-evaluate/preliminary/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","10","contrast measurements; text-spacing screenshots; reflow notes","checkpointResults[].checkpointId=contrast-reflow-text-spacing","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/enterprise-dashboard","workforce dashboard","downloadable-artifacts","Downloadable HTML/CSV/proof artifact accessibility","wcag22; wai-easy-checks; wai-aria-apg; wcag2ict-22","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/test-evaluate/preliminary/; https://www.w3.org/WAI/ARIA/apg/; https://www.w3.org/TR/wcag2ict-22/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","10","downloaded artifact list; artifact screenshots; assistive-technology notes","checkpointResults[].checkpointId=downloadable-artifacts","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/proof-pack-gallery","proof-pack gallery","wcag-em-scope","WCAG-EM scope and sampling","wcag-em-overview; wcag-em-2; wcag-em-report-tool","https://www.w3.org/WAI/test-evaluate/conformance/wcag-em/; https://www.w3.org/TR/wcag-em-2/; https://www.w3.org/WAI/eval/report-tool/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","35","evaluation scope notes; route sample rationale; sample-selection method notes; technologies relied upon notes; complete-process walkthrough notes; browser/assistive-technology support baseline matrix; WCAG-EM Report Tool JSON or HTML export retained owner-held; review-record archive checklist","checkpointResults[].checkpointId=wcag-em-scope","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/proof-pack-gallery","proof-pack gallery","keyboard-focus-not-obscured","Keyboard focus and focus-not-obscured review","wcag22","https://www.w3.org/TR/WCAG22/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","35","keyboard traversal notes; focus screenshots or recordings; issue/remediation log","checkpointResults[].checkpointId=keyboard-focus-not-obscured","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/proof-pack-gallery","proof-pack gallery","target-size","Pointer target size review","wcag22","https://www.w3.org/TR/WCAG22/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","35","target measurements; exception rationale; mobile screenshots","checkpointResults[].checkpointId=target-size","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/proof-pack-gallery","proof-pack gallery","form-errors-and-redundant-entry","Form errors, labels, instructions, and redundant entry","wcag22; wai-easy-checks","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/test-evaluate/preliminary/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","35","form error screenshots; label/instruction notes; re-entry test notes","checkpointResults[].checkpointId=form-errors-and-redundant-entry","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/proof-pack-gallery","proof-pack gallery","accessible-authentication","Accessible authentication and account/payment access","wcag22","https://www.w3.org/TR/WCAG22/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","35","auth flow notes; payment/account screenshots with private data redacted; accessibility exception notes","checkpointResults[].checkpointId=accessible-authentication","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/proof-pack-gallery","proof-pack gallery","screen-reader-name-role-value","Screen-reader name, role, value, relationships, and keyboard semantics","wcag22; wai-aria-apg","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/ARIA/apg/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","35","screen-reader transcript notes; name/role/value defect log; assistive-technology matrix","checkpointResults[].checkpointId=screen-reader-name-role-value","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/proof-pack-gallery","proof-pack gallery","contrast-reflow-text-spacing","Contrast, reflow, non-text contrast, and text spacing","wcag22; wai-easy-checks","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/test-evaluate/preliminary/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","35","contrast measurements; text-spacing screenshots; reflow notes","checkpointResults[].checkpointId=contrast-reflow-text-spacing","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/proof-pack-gallery","proof-pack gallery","downloadable-artifacts","Downloadable HTML/CSV/proof artifact accessibility","wcag22; wai-easy-checks; wai-aria-apg; wcag2ict-22","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/test-evaluate/preliminary/; https://www.w3.org/WAI/ARIA/apg/; https://www.w3.org/TR/wcag2ict-22/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","35","downloaded artifact list; artifact screenshots; assistive-technology notes","checkpointResults[].checkpointId=downloadable-artifacts","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/automation-risk/accountant","occupation SEO report","wcag-em-scope","WCAG-EM scope and sampling","wcag-em-overview; wcag-em-2; wcag-em-report-tool","https://www.w3.org/WAI/test-evaluate/conformance/wcag-em/; https://www.w3.org/TR/wcag-em-2/; https://www.w3.org/WAI/eval/report-tool/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","25","evaluation scope notes; route sample rationale; sample-selection method notes; technologies relied upon notes; complete-process walkthrough notes; browser/assistive-technology support baseline matrix; WCAG-EM Report Tool JSON or HTML export retained owner-held; review-record archive checklist","checkpointResults[].checkpointId=wcag-em-scope","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/automation-risk/accountant","occupation SEO report","keyboard-focus-not-obscured","Keyboard focus and focus-not-obscured review","wcag22","https://www.w3.org/TR/WCAG22/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","25","keyboard traversal notes; focus screenshots or recordings; issue/remediation log","checkpointResults[].checkpointId=keyboard-focus-not-obscured","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/automation-risk/accountant","occupation SEO report","target-size","Pointer target size review","wcag22","https://www.w3.org/TR/WCAG22/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","25","target measurements; exception rationale; mobile screenshots","checkpointResults[].checkpointId=target-size","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/automation-risk/accountant","occupation SEO report","form-errors-and-redundant-entry","Form errors, labels, instructions, and redundant entry","wcag22; wai-easy-checks","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/test-evaluate/preliminary/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","25","form error screenshots; label/instruction notes; re-entry test notes","checkpointResults[].checkpointId=form-errors-and-redundant-entry","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/automation-risk/accountant","occupation SEO report","accessible-authentication","Accessible authentication and account/payment access","wcag22","https://www.w3.org/TR/WCAG22/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","25","auth flow notes; payment/account screenshots with private data redacted; accessibility exception notes","checkpointResults[].checkpointId=accessible-authentication","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/automation-risk/accountant","occupation SEO report","screen-reader-name-role-value","Screen-reader name, role, value, relationships, and keyboard semantics","wcag22; wai-aria-apg","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/ARIA/apg/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","25","screen-reader transcript notes; name/role/value defect log; assistive-technology matrix","checkpointResults[].checkpointId=screen-reader-name-role-value","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/automation-risk/accountant","occupation SEO report","contrast-reflow-text-spacing","Contrast, reflow, non-text contrast, and text spacing","wcag22; wai-easy-checks","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/test-evaluate/preliminary/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","25","contrast measurements; text-spacing screenshots; reflow notes","checkpointResults[].checkpointId=contrast-reflow-text-spacing","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
"/automation-risk/accountant","occupation SEO report","downloadable-artifacts","Downloadable HTML/CSV/proof artifact accessibility","wcag22; wai-easy-checks; wai-aria-apg; wcag2ict-22","https://www.w3.org/TR/WCAG22/; https://www.w3.org/WAI/test-evaluate/preliminary/; https://www.w3.org/WAI/ARIA/apg/; https://www.w3.org/TR/wcag2ict-22/","owner_manual_review_required","automated_smoke_passed","mobile; tablet; desktop","30","25","downloaded artifact list; artifact screenshots; assistive-technology notes","checkpointResults[].checkpointId=downloadable-artifacts","WCAG conformance statement; Legal compliance; Institutional procurement approval; Assistive-technology coverage beyond reviewed combinations; Future accessibility after code changes"
